Country_origen;Year;Quantity;Import;Type;Valor_euro
Greece;2020;32;Netherlands;Otros productos con cacao;104
Other;2020;1;Netherlands;Otros productos con cacao;36
Hungary;2020;102;Netherlands;Otros productos con cacao;325
Belgium;2020;4438638;Netherlands;Otros productos con cacao;10587158
Russia;2021;204;Netherlands;Otros productos con cacao;224
Serbia;2021;9032;Netherlands;Otros productos con cacao;31257
South Africa;2021;1509;Netherlands;Otros productos con cacao;12448
Cyprus;2021;1;Netherlands;Otros productos con cacao;4
Hungary;2021;53893;Netherlands;Otros productos con cacao;302385
Ireland;2021;50;Netherlands;Otros productos con cacao;150
Italy;2021;10237;Netherlands;Otros productos con cacao;32813
Latvia;2021;15;Netherlands;Otros productos con cacao;46
Lithuania;2021;172;Netherlands;Otros productos con cacao;507
Luxembourg;2021;87;Netherlands;Otros productos con cacao;258
Other;2021;1;Netherlands;Otros productos con cacao;4
Poland;2021;16640;Netherlands;Otros productos con cacao;49078
Romania;2021;507;Netherlands;Cacao en grano;87965
Other;2021;4927;Netherlands;Cacao en grano;25553
Turkey;2021;228;Netherlands;Cacao en grano;1015
Other;2021;6832352;Netherlands;Cacao en grano;17166297
Portugal;2021;964;Netherlands;Otros productos con cacao;2836
United Kingdom;2021;10337;Netherlands;Otros productos con cacao;85012
Czech Republic;2021;7468;Netherlands;Otros productos con cacao;21957
Cyprus;2021;197;Netherlands;Otros productos con cacao;642
Croatia;2021;1105;Netherlands;Otros productos con cacao;3169
Denmark;2021;416;Netherlands;Otros productos con cacao;1681
Other;2021;236;Netherlands;Cacao en grano;563
France;2021;195733;Netherlands;Cacao en grano;465945
Ghana;2021;83958921;Netherlands;Cacao en grano;227522779
Other;2021;106913;Netherlands;Cacao en grano;373290
Greece;2021;2718;Netherlands;Cacao en grano;8178
Sweden;2021;4508;Netherlands;Otros productos con cacao;26075
Switzerland;2021;12;Netherlands;Otros productos con cacao;204
Turkey;2021;76147;Netherlands;Otros productos con cacao;237476
Other;2021;13;Netherlands;Otros productos con cacao;238
Canada;2021;96041;Netherlands;Otros productos con cacao;565142
China;2021;27507;Netherlands;Otros productos con cacao;354536
Cyprus;2021;59;Netherlands;Otros productos con cacao;523
Colombia;2021;7505;Netherlands;Otros productos con cacao;84222
Ivory Coast;2021;13;Netherlands;Otros productos con cacao;464
Other;2021;17;Netherlands;Otros productos con cacao;67
Croatia;2021;258;Netherlands;Otros productos con cacao;2260
Denmark;2021;2558;Netherlands;Otros productos con cacao;24387
Ecuador;2021;20453;Netherlands;Otros productos con cacao;43304
Other;2021;2;Netherlands;Otros productos con cacao;147
Guatemala;2021;52519;Netherlands;Cacao en grano;246265
Other;2021;18675628;Netherlands;Cacao en grano;36247330
Other;2021;282726;Netherlands;Cacao en grano;707849
Other;2021;12627;Netherlands;Cacao en grano;54463
Japan;2021;57;Netherlands;Cacao en grano;138
Latvia;2021;376;Netherlands;Cacao en grano;1138
Other;2021;9174134;Netherlands;Cacao en grano;18253891
Lithuania;2021;193;Netherlands;Cacao en grano;580
Luxembourg;2021;811;Netherlands;Cacao en grano;2440
Other;2021;3568979;Netherlands;Cacao en grano;9232964
Ivory Coast;2021;317946115;Netherlands;Cacao en grano;730407912
Other;2021;102193;Netherlands;Cacao en grano;349625
Croatia;2021;331;Netherlands;Cacao en grano;1000
Other;2021;128402;Netherlands;Cacao en grano;245700
Denmark;2021;13155;Netherlands;Cacao en grano;40992
Ecuador;2021;15952864;Netherlands;Cacao en grano;38946135
Slovakia;2021;108;Netherlands;Cacao en grano;326
Estonia;2021;13374;Netherlands;Cacao en grano;30972
Other;2021;30;Netherlands;Cacao en grano;141
Other;2021;1521;Netherlands;Cacao en grano;5053
Indonesia;2021;104;Netherlands;Otros productos con cacao;1752
Ireland;2021;313;Netherlands;Otros productos con cacao;1567
Italy;2021;750718;Netherlands;Otros productos con cacao;2564223
Latvia;2021;4606;Netherlands;Otros productos con cacao;24175
Other;2021;572;Netherlands;Otros productos con cacao;1883
Lithuania;2021;14427;Netherlands;Otros productos con cacao;40873
Luxembourg;2021;393725;Netherlands;Otros productos con cacao;1939559
Other;2021;5;Netherlands;Otros productos con cacao;33
Poland;2021;1237077;Netherlands;Otros productos con cacao;4574402
Portugal;2021;169;Netherlands;Otros productos con cacao;778
United Kingdom;2021;29928;Netherlands;Otros productos con cacao;213390
Croatia;2021;204;Netherlands;Otros productos con cacao;598
Denmark;2021;70167;Netherlands;Otros productos con cacao;241155
Slovakia;2021;41;Netherlands;Otros productos con cacao;124
Slovenia;2021;84;Netherlands;Otros productos con cacao;252
Spain;2021;11604;Netherlands;Otros productos con cacao;35491
United States;2021;260;Netherlands;Otros productos con cacao;452
Estonia;2021;23;Netherlands;Otros productos con cacao;66
Finland;2021;1191;Netherlands;Otros productos con cacao;3500
France;2021;10815;Netherlands;Otros productos con cacao;32849
Greece;2021;252;Netherlands;Otros productos con cacao;744
Finland;2021;2383;Netherlands;Cacao en grano;7169
Other;2021;74641;Netherlands;Cacao en grano;337741
Hungary;2021;644;Netherlands;Cacao en grano;1939
India;2021;30829;Netherlands;Cacao en grano;123941
Indonesia;2021;22247;Netherlands;Cacao en grano;102452
Ireland;2021;133;Netherlands;Cacao en grano;399
Germany;2021;2501319;Netherlands;Otros productos con cacao;12255994
Argentina;2021;1;Netherlands;Otros productos con cacao;28
Australia;2021;2031;Netherlands;Otros productos con cacao;42062
Austria;2021;11511;Netherlands;Otros productos con cacao;52050
Belgium;2021;3324904;Netherlands;Otros productos con cacao;6141163
Other;2021;1;Netherlands;Otros productos con cacao;24
Brazil;2021;5528;Netherlands;Otros productos con cacao;19658
Switzerland;2021;23154;Netherlands;Otros productos con cacao;187007
Other;2021;75244;Netherlands;Otros productos con cacao;608360
Turkey;2021;21626;Netherlands;Otros productos con cacao;93302
Hungary;2021;332;Netherlands;Con contenido de Manteca de cacao;1461
Ireland;2021;1007;Netherlands;Con contenido de Manteca de cacao;4455
Italy;2021;10539;Netherlands;Con contenido de Manteca de cacao;45811
Latvia;2021;45;Netherlands;Con contenido de Manteca de cacao;205
Lithuania;2021;195;Netherlands;Con contenido de Manteca de cacao;864
Luxembourg;2021;1497;Netherlands;Con contenido de Manteca de cacao;6627
Other;2021;28;Netherlands;Con contenido de Manteca de cacao;132
Poland;2021;15027;Netherlands;Con contenido de Manteca de cacao;66225
Portugal;2021;778;Netherlands;Con contenido de Manteca de cacao;3444
United Kingdom;2021;28502;Netherlands;Con contenido de Manteca de cacao;102710
Czech Republic;2021;836;Netherlands;Con contenido de Manteca de cacao;3690
Austria;2021;4620;Netherlands;Cacao en grano;12821
Belgium;2021;6340650;Netherlands;Cacao en grano;13808678
Other;2021;11757;Netherlands;Cacao en grano;50837
Other;2021;72428;Netherlands;Cacao en grano;278222
Brazil;2021;29540;Netherlands;Cacao en grano;155898
Bulgaria;2021;2328;Netherlands;Cacao en grano;7008
Other;2021;150957305;Netherlands;Cacao en grano;314908514
Germany;2021;4113226;Netherlands;Otros productos con cacao;16618459
Austria;2021;23230;Netherlands;Otros productos con cacao;46606
Belgium;2021;6757814;Netherlands;Otros productos con cacao;25046961
Other;2021;34964;Netherlands;Otros productos con cacao;76309
Bulgaria;2021;1514;Netherlands;Otros productos con cacao;7583
China;2021;6825;Netherlands;Otros productos con cacao;46508
Cyprus;2021;412;Netherlands;Otros productos con cacao;2067
Slovakia;2021;831;Netherlands;Con contenido de Manteca de cacao;3234
Austria;2021;1506;Netherlands;Otros productos con cacao;8171
Other;2021;9615;Netherlands;Otros productos con cacao;33494
Spain;2021;27020;Netherlands;Otros productos con cacao;97530
United States;2021;148970;Netherlands;Otros productos con cacao;890699
Estonia;2021;362;Netherlands;Otros productos con cacao;2065
Finland;2021;2757;Netherlands;Otros productos con cacao;13510
France;2021;23692287;Netherlands;Otros productos con cacao;78748893
Greece;2021;27353;Netherlands;Otros productos con cacao;112189
Hungary;2021;30552;Netherlands;Otros productos con cacao;160642
Ireland;2021;10107;Netherlands;Otros productos con cacao;61008
Denmark;2021;167728;Netherlands;Otros productos con cacao;888931
Other;2021;1;Netherlands;Otros productos con cacao;4
Slovakia;2021;164229;Netherlands;Otros productos con cacao;346904
Slovenia;2021;287;Netherlands;Otros productos con cacao;1631
Other;2021;5;Netherlands;Chocolates o bombones;49
Other;2021;4;Netherlands;Chocolates o bombones;116
Mexico;2021;23;Netherlands;Chocolates o bombones;379
Other;2021;29;Netherlands;Chocolates o bombones;480
Norway;2021;65;Netherlands;Chocolates o bombones;1098
New Zealand;2021;60;Netherlands;Chocolates o bombones;2132
Other;2021;5;Netherlands;Chocolates o bombones;116
Belgium;2021;21623075;Netherlands;Con contenido de Manteca de cacao;72121966
Bulgaria;2021;239;Netherlands;Con contenido de Manteca de cacao;1199
Cyprus;2021;46;Netherlands;Con contenido de Manteca de cacao;222
Croatia;2021;276;Netherlands;Con contenido de Manteca de cacao;1362
Denmark;2021;4904;Netherlands;Con contenido de Manteca de cacao;34936
United Arab Emirates;2021;4076;Netherlands;Con contenido de Manteca de cacao;20499
Slovakia;2021;351;Netherlands;Con contenido de Manteca de cacao;1739
Hungary;2021;593;Netherlands;Con contenido de Manteca de cacao;2932
Other;2021;199;Netherlands;Con contenido de Manteca de cacao;698
Ireland;2021;76;Netherlands;Con contenido de Manteca de cacao;381
Italy;2021;204856;Netherlands;Con contenido de Manteca de cacao;687508
Other;2021;1;Netherlands;Chocolates o bombones;116
Japan;2021;271;Netherlands;Chocolates o bombones;7204
Other;2021;1;Netherlands;Chocolates o bombones;90
Latvia;2021;914;Netherlands;Chocolates o bombones;5401
Other;2021;8679;Netherlands;Chocolates o bombones;53241
Lithuania;2021;1055;Netherlands;Chocolates o bombones;7394
Luxembourg;2021;17035;Netherlands;Chocolates o bombones;177012
Malaysia;2021;90;Netherlands;Chocolates o bombones;1400
Romania;2021;9525;Netherlands;Chocolates o bombones;77436
Austria;2021;179132;Netherlands;Con contenido de Manteca de cacao;186296
Slovenia;2021;926;Netherlands;Con contenido de Manteca de cacao;4610
Spain;2021;5;Netherlands;Otros productos con cacao;27
United States;2021;2211;Netherlands;Otros productos con cacao;9565
Estonia;2021;0;Netherlands;Otros productos con cacao;7
Finland;2021;0;Netherlands;Otros productos con cacao;4
France;2021;9943;Netherlands;Otros productos con cacao;35617
Greece;2021;10;Netherlands;Otros productos con cacao;46
Hungary;2021;19177;Netherlands;Otros productos con cacao;52157
Ireland;2021;0;Netherlands;Otros productos con cacao;2
Italy;2021;38;Netherlands;Otros productos con cacao;187
Czech Republic;2021;5;Netherlands;Otros productos con cacao;28
Greece;2021;28386;Netherlands;Chocolates o bombones;156397
Guatemala;2021;90;Netherlands;Chocolates o bombones;2595
Hungary;2021;15325;Netherlands;Chocolates o bombones;107271
Other;2021;3407;Netherlands;Chocolates o bombones;22994
Lithuania;2021;3619;Netherlands;Chocolates o bombones;19164
Sweden;2021;328751;Netherlands;Chocolates o bombones;1218104
Switzerland;2021;15220;Netherlands;Chocolates o bombones;59833
Thailand;2021;1;Netherlands;Chocolates o bombones;50
Turkey;2021;294749;Netherlands;Chocolates o bombones;936454
Ukraine;2021;80446;Netherlands;Chocolates o bombones;187018
Other;2021;243;Netherlands;Chocolates o bombones;849
Germany;2021;6354533;Netherlands;Chocolates o bombones;30974141
Other;2021;64;Netherlands;Chocolates o bombones;633
Romania;2021;0;Netherlands;Otros productos con cacao;7
Other;2021;288;Netherlands;Otros productos con cacao;1346
Sweden;2021;37;Netherlands;Otros productos con cacao;182
Switzerland;2021;1;Netherlands;Otros productos con cacao;5
Turkey;2021;161;Netherlands;Otros productos con cacao;2146
Austria;2021;326;Netherlands;Otros productos con cacao;1982
Belgium;2021;180120;Netherlands;Otros productos con cacao;427182
Bulgaria;2021;203;Netherlands;Otros productos con cacao;849
Portugal;2021;14052;Netherlands;Chocolates o bombones;32299
United Kingdom;2021;5264756;Netherlands;Chocolates o bombones;25776776
Czech Republic;2021;66241;Netherlands;Chocolates o bombones;306533
Romania;2021;15059;Netherlands;Chocolates o bombones;79610
Russia;2021;4893;Netherlands;Chocolates o bombones;25562
Other;2021;14;Netherlands;Chocolates o bombones;500
Serbia;2021;9331;Netherlands;Chocolates o bombones;33411
Belgium;2021;3304134;Netherlands;Chocolates o bombones;24589889
Other;2021;6617;Netherlands;Chocolates o bombones;32904
Other;2021;1080;Netherlands;Chocolates o bombones;2587
Bulgaria;2021;121560;Netherlands;Chocolates o bombones;907587
Canada;2021;1824;Netherlands;Chocolates o bombones;23715
Cyprus;2021;324;Netherlands;Chocolates o bombones;1948
Croatia;2021;110306;Netherlands;Chocolates o bombones;471446
Denmark;2021;391084;Netherlands;Chocolates o bombones;1450741
Other;2021;5677;Netherlands;Chocolates o bombones;33480
United Arab Emirates;2021;32;Netherlands;Chocolates o bombones;655
Slovakia;2021;721340;Netherlands;Chocolates o bombones;2405674
Slovenia;2021;1512;Netherlands;Chocolates o bombones;9068
Spain;2021;296658;Netherlands;Chocolates o bombones;1135298
Ireland;2021;60633;Netherlands;Chocolates o bombones;454913
Iceland;2021;418;Netherlands;Chocolates o bombones;4807
Romania;2021;212;Netherlands;Otros productos con cacao;1256
Israel;2021;29;Netherlands;Chocolates o bombones;130
Italy;2021;344410;Netherlands;Chocolates o bombones;1637828
Japan;2021;242;Netherlands;Chocolates o bombones;3324
Latvia;2021;5766;Netherlands;Chocolates o bombones;34348
Other;2021;4926;Netherlands;Chocolates o bombones;36684
Other;2021;17;Netherlands;Chocolates o bombones;349
Norway;2021;247;Netherlands;Chocolates o bombones;4266
New Zealand;2021;97;Netherlands;Chocolates o bombones;3597
Other;2021;8;Netherlands;Chocolates o bombones;160
Peru;2021;8;Netherlands;Chocolates o bombones;331
Serbia;2021;6204;Netherlands;Chocolates o bombones;16971
Other;2021;1378;Netherlands;Chocolates o bombones;23447
Other;2021;10920;Netherlands;Chocolates o bombones;30110
Other;2021;22;Netherlands;Chocolates o bombones;542
South Africa;2021;93;Netherlands;Chocolates o bombones;1833
Romania;2021;39;Netherlands;Otros productos con cacao;252
Sweden;2021;12;Netherlands;Otros productos con cacao;72
Switzerland;2021;962;Netherlands;Otros productos con cacao;2255
Other;2021;648;Netherlands;Otros productos con cacao;3141
Turkey;2021;1000;Netherlands;Otros productos con cacao;4500
Germany;2021;356243;Netherlands;Otros productos con cacao;730785
Australia;2021;22;Netherlands;Otros productos con cacao;109
Austria;2021;122;Netherlands;Otros productos con cacao;734
Other;2021;4128;Netherlands;Otros productos con cacao;31944
Belgium;2021;589569;Netherlands;Otros productos con cacao;1663495
Brazil;2021;18418;Netherlands;Otros productos con cacao;56778
Bulgaria;2021;74;Netherlands;Otros productos con cacao;441
Sweden;2021;320770;Netherlands;Chocolates o bombones;1231350
Switzerland;2021;8116;Netherlands;Chocolates o bombones;45143
Thailand;2021;217;Netherlands;Chocolates o bombones;2226
Other;2021;29;Netherlands;Chocolates o bombones;2109
Other;2021;1;Netherlands;Chocolates o bombones;6
Other;2021;68;Netherlands;Chocolates o bombones;3866
Turkey;2021;78807;Netherlands;Chocolates o bombones;305756
Ukraine;2021;76842;Netherlands;Chocolates o bombones;343766
Other;2021;2;Netherlands;Chocolates o bombones;104
Other;2021;4;Netherlands;Chocolates o bombones;148
Vietnam;2021;1;Netherlands;Chocolates o bombones;83
Germany;2021;2787202;Netherlands;Chocolates o bombones;13884440
Austria;2021;350669;Netherlands;Chocolates o bombones;1358367
China;2021;17562;Netherlands;Otros productos con cacao;64890
Estonia;2021;4;Netherlands;Otros productos con cacao;29
Other;2021;6;Netherlands;Otros productos con cacao;148
Finland;2021;74;Netherlands;Otros productos con cacao;447
France;2021;14965;Netherlands;Otros productos con cacao;122471
Greece;2021;31744;Netherlands;Otros productos con cacao;66425
Hungary;2021;76806;Netherlands;Otros productos con cacao;150573
Indonesia;2021;200;Netherlands;Otros productos con cacao;1238
Czech Republic;2021;6;Netherlands;Otros productos con cacao;33
Other;2021;7;Netherlands;Otros productos con cacao;219
Cyprus;2021;13;Netherlands;Otros productos con cacao;80
Bulgaria;2021;416549;Netherlands;Chocolates o bombones;2225096
Other;2021;1;Netherlands;Chocolates o bombones;2
Canada;2021;1742;Netherlands;Chocolates o bombones;18696
Slovenia;2021;548;Netherlands;Chocolates o bombones;4987
Spain;2021;293160;Netherlands;Chocolates o bombones;1499326
United States;2021;20734;Netherlands;Chocolates o bombones;231079
Estonia;2021;642;Netherlands;Chocolates o bombones;5819
Other;2021;50;Netherlands;Chocolates o bombones;398
Other;2021;1;Netherlands;Chocolates o bombones;12
Finland;2021;1365;Netherlands;Chocolates o bombones;11979
France;2021;163264;Netherlands;Chocolates o bombones;1004500
Ghana;2021;19;Netherlands;Chocolates o bombones;459
Greece;2021;13438;Netherlands;Chocolates o bombones;41855
Guatemala;2021;76;Netherlands;Chocolates o bombones;2674
Hungary;2021;111171;Netherlands;Chocolates o bombones;461303
India;2021;641;Netherlands;Chocolates o bombones;15613
Indonesia;2021;6;Netherlands;Chocolates o bombones;220
Macedonia;2021;56;Netherlands;Chocolates o bombones;511
Malaysia;2021;369;Netherlands;Chocolates o bombones;4102
Other;2021;5;Netherlands;Chocolates o bombones;49
Mexico;2021;541085;Netherlands;Chocolates o bombones;4699429
Switzerland;2021;23343;Netherlands;Cacao en polvo;67955
Thailand;2021;25;Netherlands;Cacao en polvo;525
Other;2021;1026;Netherlands;Cacao en polvo;3732
Other;2021;2;Netherlands;Cacao en polvo;127
Other;2021;20;Netherlands;Cacao en polvo;87
Turkey;2021;63979;Netherlands;Cacao en polvo;176232
Ukraine;2021;3;Netherlands;Cacao en polvo;44
Other;2021;1637;Netherlands;Cacao en polvo;4822
Other;2021;5760;Netherlands;Cacao en polvo;10377
Vietnam;2021;746;Netherlands;Cacao en polvo;11621
Other;2021;2003;Netherlands;Cacao en polvo;12322
Germany;2021;10126;Netherlands;Otros productos con cacao;56794
Slovakia;2021;5;Netherlands;Otros productos con cacao;30
United Kingdom;2021;11395;Netherlands;Otros productos con cacao;72270
Czech Republic;2021;21276;Netherlands;Otros productos con cacao;145966
Romania;2021;4155;Netherlands;Otros productos con cacao;31152
Sweden;2021;3946;Netherlands;Otros productos con cacao;29530
Switzerland;2021;184;Netherlands;Otros productos con cacao;5428
Germany;2021;9784418;Netherlands;Chocolates o bombones;45398140
Other;2021;40;Netherlands;Chocolates o bombones;1313
Other;2021;5;Netherlands;Chocolates o bombones;163
China;2021;6436;Netherlands;Chocolates o bombones;87543
Cyprus;2021;153;Netherlands;Chocolates o bombones;1367
Colombia;2021;120;Netherlands;Chocolates o bombones;5321
Other;2021;1;Netherlands;Chocolates o bombones;89
Slovenia;2021;14;Netherlands;Otros productos con cacao;87
Spain;2021;15851;Netherlands;Otros productos con cacao;59997
United States;2021;32869;Netherlands;Otros productos con cacao;216934
Estonia;2021;3;Netherlands;Otros productos con cacao;26
Finland;2021;16;Netherlands;Otros productos con cacao;92
France;2021;3238;Netherlands;Otros productos con cacao;26582
Greece;2021;1;Netherlands;Otros productos con cacao;14
Hungary;2021;34;Netherlands;Otros productos con cacao;205
Other;2021;13128;Netherlands;Cacao en polvo;38522
Poland;2021;463067;Netherlands;Cacao en polvo;709511
Portugal;2021;3425;Netherlands;Cacao en polvo;8526
Other;2021;8;Netherlands;Chocolates o bombones;454
Ivory Coast;2021;34;Netherlands;Chocolates o bombones;1088
Other;2021;4;Netherlands;Chocolates o bombones;314
Croatia;2021;2377;Netherlands;Chocolates o bombones;19534
Other;2021;1;Netherlands;Chocolates o bombones;29
Denmark;2021;57413;Netherlands;Chocolates o bombones;483564
Ecuador;2021;66;Netherlands;Chocolates o bombones;2660
Other;2021;12;Netherlands;Chocolates o bombones;438
United Arab Emirates;2021;6;Netherlands;Chocolates o bombones;78
Slovakia;2021;573;Netherlands;Chocolates o bombones;5221
United Kingdom;2021;107364;Netherlands;Cacao en polvo;548231
Czech Republic;2021;3640;Netherlands;Cacao en polvo;9134
Other;2021;2;Netherlands;Cacao en polvo;9
Romania;2021;2074;Netherlands;Cacao en polvo;10506
Finland;2021;835;Netherlands;Otros productos con cacao;6252
France;2021;80747;Netherlands;Otros productos con cacao;447535
Greece;2021;11143;Netherlands;Otros productos con cacao;83946
Hungary;2021;149277;Netherlands;Otros productos con cacao;654623
Ireland;2021;9627;Netherlands;Otros productos con cacao;82004
Italy;2021;221646;Netherlands;Otros productos con cacao;1295330
Latvia;2021;6985;Netherlands;Otros productos con cacao;52596
Lithuania;2021;6316;Netherlands;Otros productos con cacao;31919
Luxembourg;2021;261;Netherlands;Otros productos con cacao;1948
Other;2021;12;Netherlands;Otros productos con cacao;88
Poland;2021;254407;Netherlands;Otros productos con cacao;1340630
Argentina;2021;88;Netherlands;Chocolates o bombones;789
Australia;2021;3461;Netherlands;Chocolates o bombones;20710
Austria;2021;433544;Netherlands;Chocolates o bombones;3223414
Belgium;2021;11358924;Netherlands;Chocolates o bombones;83847840
Other;2021;17994;Netherlands;Chocolates o bombones;59206
Other;2021;1;Netherlands;Chocolates o bombones;16
Brazil;2021;6711;Netherlands;Chocolates o bombones;39575
Russia;2021;124;Netherlands;Cacao en polvo;665
Other;2021;1;Netherlands;Cacao en polvo;5
Other;2021;149;Netherlands;Cacao en polvo;1205
Other;2021;600;Netherlands;Cacao en polvo;2218
Other;2021;5;Netherlands;Cacao en polvo;158
South Africa;2021;355;Netherlands;Cacao en polvo;4013
Sweden;2021;328641;Netherlands;Cacao en polvo;815853
Austria;2021;1;Netherlands;Otros productos con cacao;6
Belgium;2021;525;Netherlands;Otros productos con cacao;5648
Brazil;2021;5488;Netherlands;Otros productos con cacao;13045
Bulgaria;2021;20;Netherlands;Otros productos con cacao;124
Malaysia;2021;11489;Netherlands;Chocolates o bombones;96181
Other;2021;6;Netherlands;Chocolates o bombones;61
Mexico;2021;12666;Netherlands;Chocolates o bombones;109524
Other;2021;1575;Netherlands;Chocolates o bombones;4794
Other;2021;22;Netherlands;Chocolates o bombones;152
Norway;2021;153;Netherlands;Chocolates o bombones;7898
Peru;2021;5266;Netherlands;Chocolates o bombones;41811
Poland;2021;626845;Netherlands;Chocolates o bombones;2946185
Portugal;2021;7603;Netherlands;Chocolates o bombones;32203
United Kingdom;2021;2261688;Netherlands;Chocolates o bombones;12589873
Czech Republic;2021;53392;Netherlands;Chocolates o bombones;350291
Sweden;2021;418509;Netherlands;Chocolates o bombones;1887562
Other;2021;49;Netherlands;Cacao en polvo;493
United Arab Emirates;2021;33;Netherlands;Cacao en polvo;288
Slovakia;2021;929;Netherlands;Cacao en polvo;2334
Slovenia;2021;383;Netherlands;Cacao en polvo;956
Spain;2021;1810138;Netherlands;Cacao en polvo;3959317
United States;2021;99789;Netherlands;Cacao en polvo;84153
Other;2021;1;Netherlands;Cacao en polvo;12
Hungary;2021;43770;Netherlands;Cacao en polvo;114682
India;2021;1;Netherlands;Cacao en polvo;33
Indonesia;2021;384731;Netherlands;Cacao en polvo;763543
Other;2021;180;Netherlands;Cacao en polvo;259
Ireland;2021;7463;Netherlands;Cacao en polvo;20802
Switzerland;2021;270650;Netherlands;Chocolates o bombones;1775166
Other;2021;2;Netherlands;Chocolates o bombones;17
Thailand;2021;6;Netherlands;Chocolates o bombones;70
Other;2021;150;Netherlands;Chocolates o bombones;1956
Turkey;2021;45530;Netherlands;Chocolates o bombones;324773
Italy;2021;270582;Netherlands;Cacao en polvo;687789
Japan;2021;1;Netherlands;Cacao en polvo;1
Turkey;2021;17336;Netherlands;Otros productos con cacao;155880
Vietnam;2021;7;Netherlands;Otros productos con cacao;106
Germany;2021;6220059;Netherlands;Chocolates o bombones;36106434
Other;2021;2;Netherlands;Chocolates o bombones;19
Argentina;2021;72;Netherlands;Chocolates o bombones;515
Australia;2021;217;Netherlands;Chocolates o bombones;2216
Austria;2021;6244;Netherlands;Chocolates o bombones;36280
Belgium;2021;4104125;Netherlands;Chocolates o bombones;20969304
Other;2021;7575;Netherlands;Chocolates o bombones;32868
Other;2021;1;Netherlands;Chocolates o bombones;16
Other;2021;41700;Netherlands;Chocolates o bombones;97296
Denmark;2021;35944;Netherlands;Chocolates o bombones;254236
Colombia;2021;1202846;Netherlands;Manteca, grasa y aceite de cacao;4833009
Ivory Coast;2021;16270455;Netherlands;Manteca, grasa y aceite de cacao;66406676
Croatia;2021;5;Netherlands;Manteca, grasa y aceite de cacao;40
Other;2021;75240;Netherlands;Manteca, grasa y aceite de cacao;227044
Denmark;2021;1238;Netherlands;Manteca, grasa y aceite de cacao;6694
Ecuador;2021;779284;Netherlands;Manteca, grasa y aceite de cacao;2979174
Slovakia;2021;1;Netherlands;Manteca, grasa y aceite de cacao;17
Japan;2021;1922;Netherlands;Otros productos con cacao;26405
Other;2021;2130;Netherlands;Otros productos con cacao;3127
Portugal;2021;519;Netherlands;Otros productos con cacao;3258
United Kingdom;2021;2586783;Netherlands;Otros productos con cacao;11721535
Czech Republic;2021;3942;Netherlands;Otros productos con cacao;24747
Romania;2021;3410;Netherlands;Otros productos con cacao;21346
Russia;2021;1;Netherlands;Otros productos con cacao;35
Serbia;2021;13307;Netherlands;Otros productos con cacao;36922
Other;2021;4679;Netherlands;Otros productos con cacao;19321
Other;2021;840;Netherlands;Otros productos con cacao;28338
South Africa;2021;1784;Netherlands;Otros productos con cacao;9493
Other;2021;64;Netherlands;Otros productos con cacao;3557
Brazil;2021;356;Netherlands;Otros productos con cacao;2060
Bulgaria;2021;98423;Netherlands;Otros productos con cacao;568315
Canada;2021;14449;Netherlands;Otros productos con cacao;224845
China;2021;14;Netherlands;Otros productos con cacao;310
Cyprus;2021;44;Netherlands;Otros productos con cacao;387
Colombia;2021;1253;Netherlands;Otros productos con cacao;11367
Croatia;2021;94190;Netherlands;Otros productos con cacao;254087
Denmark;2021;10132;Netherlands;Otros productos con cacao;85384
Ecuador;2021;137;Netherlands;Otros productos con cacao;2399
Other;2021;27;Netherlands;Otros productos con cacao;78
South Africa;2021;4650;Netherlands;Otros productos con cacao;15730
Sweden;2021;2346;Netherlands;Otros productos con cacao;7492
Switzerland;2021;5;Netherlands;Otros productos con cacao;14
Ivory Coast;2021;14626661;Netherlands;Otros productos con cacao;32013605
Croatia;2021;4;Netherlands;Otros productos con cacao;6
Denmark;2021;1752;Netherlands;Otros productos con cacao;2487
Slovakia;2021;1;Netherlands;Otros productos con cacao;2
Slovenia;2021;19;Netherlands;Otros productos con cacao;28
Spain;2021;24680;Netherlands;Otros productos con cacao;35047
United States;2021;1;Netherlands;Otros productos con cacao;21
Sweden;2021;5932;Netherlands;Otros productos con cacao;33541
Switzerland;2021;77105;Netherlands;Otros productos con cacao;977956
Other;2021;256;Netherlands;Otros productos con cacao;1021
Thailand;2021;45;Netherlands;Otros productos con cacao;371
Other;2021;1;Netherlands;Otros productos con cacao;44
Slovakia;2021;376;Netherlands;Otros productos con cacao;3246
Hungary;2021;3456;Netherlands;Otros productos con cacao;22779
India;2021;17;Netherlands;Otros productos con cacao;254
Ireland;2021;127562;Netherlands;Otros productos con cacao;1164304
Estonia;2021;320200;Netherlands;Otros productos con cacao;486612
Finland;2021;3878;Netherlands;Otros productos con cacao;5503
France;2021;211398;Netherlands;Otros productos con cacao;364294
Ghana;2021;1090183;Netherlands;Otros productos con cacao;2043568
Greece;2021;5045;Netherlands;Otros productos con cacao;7163
Portugal;2021;727;Netherlands;Otros productos con cacao;1031
Peru;2021;501;Netherlands;Otros productos con cacao;3326
Poland;2021;550793;Netherlands;Otros productos con cacao;1622219
Other;2021;18;Netherlands;Chocolates o bombones;1407
Other;2021;5;Netherlands;Chocolates o bombones;267
Other;2021;10;Netherlands;Chocolates o bombones;193
Turkey;2021;23865;Netherlands;Chocolates o bombones;110987
Ukraine;2021;304335;Netherlands;Chocolates o bombones;781005
