centro_operacion,regional,unidad_negocio,condicion_pago,cupo_credito,max_prestamo,min_prestamo,max_pago,total_prestamos,total_pagado,debe,promedio_prestamos,promedio_pagado,promedio_debe,dias_promedio_pago,dias_mora_promedio,max_mora,min_mora,antiguedad,corriente,de_1_30,de_30_60,de_60_90,mayor_90,saldo_final,con_saldos_a_favor,sin_saldos_a_favor,porcentaje_h_pago_a_tiempo,porcentaje_h_1_30,porcentaje_h_30_60,porcentaje_h_60_90,porcentaje_h_mayor_90,porcentaje_total_h,mora_de_1_30,mora_de_30_60,mora_de_60_90,mora_mayor_90
MANIZALES,DS,ADM,15D,"364400,00","15913721,16","4524000,00","884106,16","20437721,16","20437721,16","0,00","681257,372","681257,372","0,00",254,4,29,-3,2356,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","14,75","85,24","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE OSOS,DS,CIL,CTD,"1,00","1095500,00","1095500,00","747100,00","747100,00","747100,00","0,00","747100,00","747100,00","0,00",0,-15,-15,-15,3374,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,GRN,15D,"3000000,00","4764566,58","1830,00","3276727,21","66884747,94","63686548,34","3198199,60","506702,6359","482473,851","24228,7848",13,13,248,-15,1841,"3198199,60","0,00","0,00","0,00","0,00","0,00","3198199,60","3198199,60","21,08","62,74","4,72","4,96","6,48","100,00",0,0,0,0
PUERTO SALGAR,DC,CIL,CTD,"0,00","2430900,00","5000,00","2430900,00","3301900,00","3301900,00","0,00","46505,6338","46505,6338","0,00",0,0,4,0,2418,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16,46","83,53","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","1500000,00","1080,00","1500000,00","42998091,52","43002363,52","-4272,00","494230,937","494280,0404","-49,1034",12,15,257,-5,3083,"0,00","0,00","0,00","0,00","-4272,00","-4272,00","-4272,00","0,00","52,37","38,53","8,78","0,00","0,31","100,00",0,0,0,0
BELLO,DS,CIL,CTD,"0,00","1761456,00","682,00","1761456,00","5723046,21","5748148,00","-25101,79","168324,8885","169063,1764","-738,2879",19,19,59,1,291,"0,00","-1093,00","-4780,00","-6300,00","-12928,79","-25101,79","-25101,79","0,00","0,00","93,33","6,66","0,00","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"0,00","5571138,00","5,00","4306782,00","124571821,44","124582226,42","-10404,98","357965,0041","357994,9035","-29,8993",3,3,82,-13,4145,"0,00","0,00","0,00","0,00","-10404,98","-10404,98","-10404,98","0,00","40,58","59,34","0,00","0,07","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"229400,00","138200,00","121800,00","30,73","0,00","83,09","-83,09","0,00","27,6966","-27,6966",NULL,NULL,NULL,NULL,2354,"0,00","0,00","0,00","0,00","-83,09","-83,09","-83,09","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"0,00","10254390,90","7987,50","5088450,90","141487661,17","142925227,84","-1437566,67","827413,2232","835820,0458","-8406,8226",50,49,478,0,4409,"0,00","0,00","0,00","0,00","-1437566,67","-1437566,67","-1437566,67","0,00","78,71","7,39","1,97","1,07","10,84","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,08D,"4000000,00","9948520,40","18793,00","7330100,00","1207948560,91","1207948560,91","0,00","1227590,0009","1227590,0009","0,00",5,-2,35,-9,4102,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","93,08","6,57","0,34","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"1,00","8024248,96","139245,36","5882240,00","5988580,00","5988580,00","0,00","2994290,00","2994290,00","0,00",27,19,20,19,4102,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,08D,"4000000,00","5317542,60","60444,25","3997488,00","69478589,00","69478589,00","0,00","2672253,423","2672253,423","0,00",11,3,14,-2,4102,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,15","88,84","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"1,00","9309342,34","7,00","7170085,00","378735458,50","378740152,39","-4693,89","1147683,2075","1147697,4314","-14,2239",5,1,42,-9,4102,"0,00","0,00","0,00","0,00","-4693,89","-4693,89","-4693,89","0,00","89,02","10,97","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"1,00","7348260,00","19729,00","6059010,00","1219228916,49","1219228916,49","0,00","1297052,0388","1297052,0388","0,00",6,-1,28,-8,4208,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","75,57","24,42","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"1,00","5396060,00","29755,00","3999700,00","643060146,26","643060146,26","0,00","1193061,4958","1193061,4958","0,00",3,-4,47,-9,4200,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","82,10","17,83","0,06","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,08D,"4000000,00","4953012,80","55373,88","3994171,00","48870440,00","48870440,00","0,00","2874731,7647","2874731,7647","0,00",7,-1,8,-6,631,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","71,02","28,97","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,CIL,CTD,"1,00","9749674,70","5,00","7949676,00","535244418,17","535244418,17","0,00","1415990,5242","1415990,5242","0,00",5,0,33,-9,631,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","91,10","8,82","0,06","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,ADM,08D,"1,00","10749641,67","393291,43","716653,67","52704690,05","45538270,05","7166420,00","319422,3639","275989,5154","43432,8484",269,-47,56,-477,2339,"7166420,00","0,00","0,00","0,00","0,00","0,00","7166420,00","7166420,00","50,84","46,04","3,10","0,00","0,00","100,00",0,0,0,0
BELLO,DS,GRN,30D,"17000000,00","6965249,93","323560,00","5180357,00","232328436,49","225867454,49","6460982,00","2799137,789","2721294,6324","77843,1566",43,17,224,-29,1764,"6460982,00","0,00","0,00","0,00","0,00","0,00","6460982,00","6460982,00","11,58","73,41","12,69","0,00","2,30","100,00",0,0,0,0
BELLO,DS,CIL,CTD,"0,00","1856250,00","92000,00","1819125,00","3806084,32","3806084,32","0,00","475760,54","475760,54","0,00",2,2,6,0,2188,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16,53","83,46","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","4730043,00","5000,00","4730043,00","4741043,00","4741043,00","0,00","1580347,6666","1580347,6666","0,00",0,-1,0,-3,2597,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","600000,00","10000,00","600000,00","27950923,98","27896273,98","54650,00","336758,1202","336099,6865","658,4337",27,26,205,-6,3699,"0,00","0,00","0,00","58850,00","-4200,00","54650,00","54650,00","58850,00","28,12","55,34","8,56","7,61","0,34","100,00",0,0,1,0
POPAYAN,DS,CIL,CTD,"1,00","1233855,00","15120,00","999005,00","24485932,47","24500810,55","-14878,08","182730,8393","182841,8697","-111,0304",3,2,12,-8,4638,"0,00","0,00","0,00","0,00","-14878,08","-14878,08","-14878,08","0,00","39,16","60,83","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"0,00","14067509,00","207931,50","13680669,92","1016539361,06","1016539361,06","0,00","5875950,0639","5875950,0639","0,00",4,-4,8,-10,2703,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","98,59","1,40","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","406000,00","2500,00","406000,00","844000,00","844000,00","0,00","120571,4285","120571,4285","0,00",10,11,72,-5,3083,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"0,00","6456019,00","1881,00","4980773,16","377136979,05","377136979,05","0,00","1022051,4337","1022051,4337","0,00",6,6,157,-1,4146,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,96","69,92","0,50","0,49","1,10","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"0,00","7395627,00","114,10","5262122,00","233932872,10","233932872,10","0,00","1376075,7182","1376075,7182","0,00",5,5,49,-25,4143,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,43","74,67","0,88","0,00","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"3,00","12129579,00","2422,00","5177216,00","426251901,30","427592474,30","-1340573,00","1164622,6811","1168285,4489","-3662,7677",2,2,26,-5,4143,"0,00","-1340573,00","0,00","0,00","0,00","-1340573,00","-1340573,00","0,00","47,27","52,72","0,00","0,00","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"229400,00","45998815,00","243959,00","1140934,00","108150866,83","78671696,83","29479170,00","671744,5144","488644,0796","183100,4347",669,0,49,-165,2354,"29479170,00","0,00","0,00","0,00","0,00","0,00","29479170,00","29479170,00","66,22","16,36","17,41","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","3419800,00","22000,00","3419800,00","30730261,99","29260116,99","1470145,00","787955,4356","750259,41","37696,0256",12,13,51,-12,3039,"0,00","0,00","1470145,00","0,00","0,00","1470145,00","1470145,00","1470145,00","46,65","23,08","30,26","0,00","0,00","100,00",0,1,0,0
YUMBO,DS,CIL,CTD,"1,00","3881615,00","800,00","1884000,00","97341041,63","97341041,63","0,00","520540,3295","520540,3295","0,00",7,4,208,-8,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","81,59","14,64","0,00","2,95","0,81","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"688200,00","4727024,00","3240390,00","4727024,00","7967414,00","7967414,00","0,00","3983707,00","3983707,00","0,00",150,-25,96,-147,2354,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","40,67","0,00","0,00","0,00","59,32","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","1202000,00","10000,00","1202000,00","2437000,00","1235000,00","1202000,00","162466,6666","82333,3333","80133,3333",0,3,6,0,2992,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,08D,"3000000,00","8601030,00","19941,00","6434335,00","2238555269,81","2235871357,33","2683912,48","998463,5458","997266,4394","1197,1063",4,-3,97,-9,4409,"2797225,11","0,00","0,00","0,00","5143321,76","5143321,76","7940546,87","7940546,87","94,85","4,74","0,27","0,08","0,04","100,00",0,0,0,1
YUMBO,DS,ADM,15D,"274400,00","57617173,00","22208332,00","1175117,00","193564393,00","193564393,00","0,00","665169,7353","665169,7353","0,00",207,-391,48,-1306,2356,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59,90","32,52","7,56","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"1,00","12738903,00","19957,00","9888467,32","3587078041,86","3587078671,86","-630,00","2470439,4227","2470439,8566","-0,4338",5,-4,75,-46,4409,"0,00","-630,00","0,00","0,00","0,00","-630,00","-630,00","0,00","93,60","6,37","0,00","0,02","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"1,00","3884827,00","1032,00","1321237,44","3043621,44","3043621,44","0,00","760905,36","760905,36","0,00",12,12,49,0,2492,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","28,27","71,68","0,03","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,08D,"8000000,00","14544387,00","660,52","11091077,00","1100268853,23","1092601788,13","7667065,10","3679828,9405","3654186,5823","25642,3581",5,-1,46,-9,4409,"10491237,23","-2824172,13","0,00","0,00","0,00","-2824172,13","7667065,10","10491237,23","96,34","2,58","1,07","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,ADM,01D,"1,00","471940,00","172060,00","471940,00","644000,00","644000,00","0,00","322000,00","322000,00","0,00",0,-1,-1,-1,543,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"0,00","310350,00","9000,00","307246,50","1597266,00","1597266,00","0,00","133105,50","133105,50","0,00",3,-6,5,-45,3621,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","47,59","52,40","0,00","0,00","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"1,00","4342264,00","17,39","1779697,00","158442509,58","158443724,97","-1215,39","229960,1009","229961,8649","-1,7639",4,3,173,-22,4153,"0,00","-1215,39","0,00","0,00","0,00","-1215,39","-1215,39","0,00","39,50","59,38","1,10","0,00","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"1,00","13770,00","9179,00","13770,00","34980,00","34980,00","0,00","11660,00","11660,00","0,00",24,24,69,2,4145,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","73,75","0,00","26,24","0,00","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"229400,00","5207107,22","5207107,22","433925,62","5207107,22","5207107,22","0,00","433925,6016","433925,6016","0,00",205,2,24,-2,2354,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","58,33","41,66","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","2451250,00","170,00","2451250,00","11423519,38","11423519,38","0,00","278622,4239","278622,4239","0,00",15,16,245,1,2992,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,66","93,31","4,74","0,00","0,26","100,00",0,0,0,0
YUMBO,DS,GRN,60D,"0,00","6250572,30","700794,90","4204296,85","57730665,32","57730665,32","0,00","2061809,4757","2061809,4757","0,00",63,6,36,-20,3938,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,92","74,70","4,37","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"1,00","22255749,18","590,00","19900801,63","2253489008,78","2147431549,60","106057459,18","2534858,2775","2415558,5484","119299,7291",72,70,323,-142,4409,"0,00","7140700,00","17694500,00","13723100,00","68974000,00","107532300,00","107532300,00","107532300,00","39,70","4,57","5,36","19,95","30,39","100,00",1,1,1,1
YUMBO,DS,CIL,CTD,"1,00","14924570,50","450,00","10058028,00","2195403609,21","2195403609,21","0,00","1808404,9499","1808404,9499","0,00",17,0,273,-8,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,75","19,10","0,04","0,00","0,09","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"1,00","10240921,00","1100,00","7020703,00","448533930,38","448533930,38","0,00","3423923,1326","3423923,1326","0,00",9,2,23,-8,4318,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,27","76,72","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"1,00","42656353,00","784,00","16011639,00","422425213,08","424635169,58","-2209956,50","705217,3841","708906,7939","-3689,4098",2,2,18,-8,823,"0,00","-2209956,50","0,00","0,00","0,00","-2209956,50","-2209956,50","0,00","39,53","60,46","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,08D,"3000000,00","9708203,00","1551,00","7692624,00","88713117,77","88713117,77","0,00","1774262,3554","1774262,3554","0,00",4,0,9,-7,823,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","81,87","18,12","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,ADM,08D,"688200,00","21750000,00","25800,00","6645825,00","73104895,88","73104895,88","0,00","514823,2104","514823,2104","0,00",207,-34,62,-521,2354,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","42,23","45,99","11,63","0,14","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,60D,"18600000,00","12349270,80","2455460,00","8904181,15","75960238,55","75960238,55","0,00","3997907,2921","3997907,2921","0,00",64,4,11,-14,3773,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,12","72,87","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"0,00","873275,80","20851,00","796789,00","961774,00","961774,00","0,00","240443,50","240443,50","0,00",51,51,112,0,4173,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,49","82,84","0,00","0,00","9,66","100,00",0,0,0,0
PUERTO SALGAR,DC,CIL,15D,"2000000,00","2219475,00","54000,00","1574215,00","53263577,53","53263577,53","0,00","682866,3785","682866,3785","0,00",7,-6,3,-15,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","97,52","2,47","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,60D,"0,00","6341162,70","2268430,20","3693600,00","33108296,92","33108296,92","0,00","2364878,3514","2364878,3514","0,00",83,22,97,2,2983,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","78,13","17,34","0,00","4,51","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","115955,00","1000,00","115955,00","301270,00","301270,00","0,00","37658,75","37658,75","0,00",96,97,488,1,2566,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,31","73,70","19,76","0,00","3,20","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","1203900,00","5000,00","1203900,00","31099111,98","31050310,97","48801,01","213007,6163","212673,3628","334,2534",18,13,147,-31,4409,"0,00","300000,00","-251198,99","0,00","0,00","48801,01","48801,01","300000,00","18,89","65,05","14,04","1,54","0,46","100,00",1,0,0,0
NULL,NULL,ADM,CTD,"0,00","5118300,00","159305,08","4589580,00","51978893,32","51978893,32","0,00","1676738,4941","1676738,4941","0,00",9,9,56,-5,2243,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","46,17","53,52","0,29","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"0,00","1343368,37","5853,61","12549,00","26662,92","33989,61","-7326,69","5332,584","6797,922","-1465,338",214,214,642,0,3072,"0,00","0,00","0,00","0,00","-7326,69","-7326,69","-7326,69","0,00","69,03","0,00","0,00","0,00","30,96","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","600000,00","5000,00","600000,00","10201900,00","9917900,00","284000,00","226708,8888","220397,7777","6311,1111",20,17,115,-31,3696,"0,00","0,00","284000,00","0,00","0,00","284000,00","284000,00","284000,00","87,31","0,00","12,68","0,00","0,00","100,00",0,1,0,0
JAMUNDI,DS,PPD,CTD,"1,00","24202980,00","285600,00","23839935,30","707370221,77","707370221,77","0,00","3684219,905","3684219,905","0,00",10,7,221,-43,3360,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","69,03","28,68","0,49","0,53","1,23","100,00",0,0,0,0
JAMUNDI,DS,CIL,CTD,"1,00","37203867,00","36183,00","6488976,00","1134370763,76","1134370763,76","0,00","1445058,2977","1445058,2977","0,00",6,-1,57,-9,3356,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","77,39","22,59","0,00","0,00","0,00","100,00",0,0,0,0
JAMUNDI,DS,CIL,CTD,"1,00","4546309,60","45300,00","3094700,00","190289523,00","190289523,00","0,00","1829706,9519","1829706,9519","0,00",11,3,24,-8,1656,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,64","75,35","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,08D,"3000000,00","4113044,00","553804,00","2990564,00","55965144,00","53027792,00","2937352,00","2665006,8571","2525132,9523","139873,9047",8,0,9,-6,511,"0,00","2937352,00","0,00","0,00","0,00","2937352,00","2937352,00","2937352,00","77,66","22,33","0,00","0,00","0,00","100,00",1,0,0,0
YUMBO,DS,CIL,CTD,"1,00","31814486,84","1091,00","8507760,00","167972599,84","160020235,84","7952364,00","1749714,5816","1666877,4566","82837,125",24,0,124,-157,511,"7953621,00","-1257,00","0,00","0,00","0,00","-1257,00","7952364,00","7953621,00","64,58","34,63","0,00","0,77","0,01","100,00",0,0,0,0
JAMUNDI,DS,CIL,15D,"244200,00","30000000,00","172686,00","2617179,00","122528291,46","121258608,46","1269683,00","476763,78","471823,3792","4940,4007",342,-152,99,-1027,2354,"1269683,00","0,00","0,00","0,00","0,00","0,00","1269683,00","1269683,00","57,36","40,56","0,69","0,69","0,69","100,00",0,0,0,0
JAMUNDI,DS,PPD,08D,"3000000,00","7698243,24","18687,00","4299436,35","672552149,92","674518616,60","-1966466,68","971896,1704","974737,8852","-2841,7148",7,1,223,-8,4245,"0,00","0,00","0,00","0,00","-1966466,68","-1966466,68","-1966466,68","0,00","59,16","40,51","0,00","0,00","0,32","100,00",0,0,0,0
JAMUNDI,DS,CIL,CTD,"1,00","3613545,00","34533,00","2999834,00","198705694,34","198705694,34","0,00","1892435,1841","1892435,1841","0,00",12,4,34,-7,4356,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,46","76,52","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"31,00","3897801,00","243,00","2976191,00","35260602,79","35514814,03","-254211,24","296307,5864","298443,8153","-2136,2289",7,6,58,-9,823,"0,00","-254211,24","0,00","0,00","0,00","-254211,24","-254211,24","0,00","47,53","50,67","1,79","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,08D,"5000000,00","6338821,00","49597,00","5655647,00","157469402,73","153270725,73","4198677,00","2499514,329","2432868,6623","66645,6666",9,1,8,-5,812,"0,00","4198677,00","0,00","0,00","0,00","4198677,00","4198677,00","4198677,00","47,36","52,63","0,00","0,00","0,00","100,00",1,0,0,0
YUMBO,DS,ADM,08D,"458800,00","7927466,62","393291,43","734400,00","33051399,98","26804411,50","6246988,48","344285,4164","279212,6197","65072,7966",122,-25,12,-311,2354,"6246988,48","0,00","0,00","0,00","0,00","0,00","6246988,48","6246988,48","57,17","42,82","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","3868300,00","10000,00","3868300,00","46548901,00","45229791,00","1319110,00","775815,0166","753829,85","21985,1666",25,18,155,-30,2916,"0,00","0,00","1319110,00","0,00","0,00","1319110,00","1319110,00","1319110,00","46,26","38,33","14,38","0,40","0,60","100,00",0,1,0,0
SIBERIA,DC,GRN,10D,"1100000,00","650641,41","394871,20","572873,58","3383470,58","3383470,58","0,00","422933,8225","422933,8225","0,00",13,5,18,-5,3605,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","39,12","60,87","0,00","0,00","0,00","100,00",0,0,0,0
